Product ID,Product Name,Category,Sub-category,Brand,Price,Discount (%),Rating,Number of Reviews,Availability Status,Color Options,Sizes Available,Material,Shipping Time,Country of Origin,Date Added,Total Sales
P04008,Formal Shirt,Topwear,Shirts,Levis,5596,15,3.9,348,In Stock,"Grey, Black","S, M, L, XL",Cotton,4-5 days,Tamil Nadu,2023-05-09,1947408
P04009,Sports Shoes,Topwear,Kurtas,Nike,3376,21,4.5,235,In Stock,"Red, White","7, 8, 9, 10",Wool,4-5 days,Uttar Pradesh,2024-05-30,793360
P04010,Blazer,Footwear,T-shirts,Adidas,1241,16,3.9,479,Out of Stock,"Grey, Black","30, 32, 34, 36",Silk,10 days,Karnataka,2024-06-24,594439
P04011,Formal Shirt,Topwear,Pants,Adidas,3588,38,4.2,233,In Stock,"Green, Yellow","30, 32, 34, 36",Linen,1 week,Karnataka,2023-01-28,836004
P04012,Floral Top,Bottomwear,Jackets,Zara,9985,8,3.2,586,Out of Stock,"Pink, Purple","M, L, XL",Linen,2-3 days,Delhi,2023-02-06,5851210
P04013,Cotton T-shirt,Dresses,Kurtas,Uniqlo,8754,15,4.8,690,In Stock,"Green, Yellow","S, M, L, XL",Linen,6-7 days,Karnataka,2022-05-08,6040260
P04014,Leather Jacket,Ethnic,Casual Shoes,Puma,1149,45,3.6,885,In Stock,"Green, Yellow","30, 32, 34, 36",Linen,4-5 days,Uttar Pradesh,2024-11-21,1016865
P04015,Running Shoes,Dresses,Shirts,H&M,7293,40,4.4,476,In Stock,"Blue, Black","28, 30, 32, 34",Polyester,1 week,Uttar Pradesh,2020-08-01,3471468
P04016,Slim Fit Jeans,Bottomwear,Kurtas,Nike,9419,32,4.1,878,Out of Stock,"Grey, Black","6, 7, 8, 9",Denim,6-7 days,Karnataka,2024-11-25,8269882
P04017,Chinos,Bottomwear,T-shirts,Vero Moda,7194,43,3.9,376,Out of Stock,"Blue, Black","M, L, XL",Wool,6-7 days,Uttar Pradesh,2022-07-19,2704944
P04018,Slim Fit Jeans,Dresses,Kurtas,Adidas,1237,24,4.7,983,Out of Stock,"Blue, Black","S, M, L, XL",Wool,4-5 days,Uttar Pradesh,2021-09-23,1215971
P04019,Sports Shoes,Outerwear,Jackets,H&M,2249,39,3.2,470,In Stock,"Red, White","6, 7, 8, 9",Silk,6-7 days,Maharashtra,2021-11-06,1057030
P04020,Sports Shoes,Dresses,Kurtas,Mango,8969,39,3.2,927,In Stock,"Grey, Black","S, M, L, XL",Wool,2-3 days,Karnataka,2022-04-15,8314263
P04021,Formal Shirt,Footwear,T-shirts,Tommy Hilfiger,3149,35,3.8,565,Out of Stock,"Blue, Black","7, 8, 9, 10",Denim,1 week,Tamil Nadu,2021-02-23,1779185
P04022,Sneakers,Outerwear,T-shirts,Vero Moda,1713,29,3.5,31,In Stock,"Red, White","7, 8, 9, 10",Linen,4-5 days,Karnataka,2021-08-30,53103
P04023,Ethnic Kurta,Outerwear,Boots,FabIndia,3461,9,3.1,744,Out of Stock,"Pink, Purple","6, 7, 8, 9",Linen,1 week,Tamil Nadu,2022-09-19,2574984
P04024,Knee-Length Skirt,Outerwear,Boots,Reebok,1488,33,4.9,79,In Stock,"Red, White","S, M, L, XL",Denim,4-5 days,Uttar Pradesh,2022-11-11,117552
P04025,Floral Top,Ethnic,Formal Wear,Clarks,6919,26,4.9,888,In Stock,"Grey, Black","S, M, L, XL",Polyester,1 week,Tamil Nadu,2021-07-13,6144072
P04026,Maxi Dress,Topwear,Jeans,Mango,2106,23,3.7,194,In Stock,"Grey, Black","7, 8, 9, 10",Cotton,4-5 days,Delhi,2022-04-19,408564
P04027,Party Gown,Outerwear,Sports Shoes,Van Heusen,998,35,3.2,294,In Stock,"Pink, Purple","30, 32, 34, 36",Denim,4-5 days,Gujarat,2020-06-17,293412
P04028,Casual Shorts,Dresses,Kurtas,FabIndia,941,40,3.8,613,In Stock,"Blue, Black","S, M, L, XL",Cotton,6-7 days,Tamil Nadu,2021-09-17,576833
P04029,Formal Shirt,Dresses,Skirts,H&M,8189,34,4.9,119,Out of Stock,"Red, White","6, 7, 8, 9",Polyester,6-7 days,Gujarat,2024-10-26,974491
P04030,Floral Top,Footwear,Casual Shoes,Harley Davidson,1641,47,3.8,285,In Stock,"Pink, Purple","30, 32, 34, 36",Leather,4-5 days,Maharashtra,2024-07-07,467685
P04031,Ethnic Kurta,Topwear,Jackets,Puma,8273,7,3.7,510,Out of Stock,"Grey, Black","28, 30, 32, 34",Denim,1 week,Karnataka,2020-10-14,4219230
P04032,Chinos,Footwear,Kurtas,Van Heusen,7888,31,3.6,290,In Stock,"Green, Yellow","M, L, XL",Cotton,1 week,Maharashtra,2024-12-10,2287520
P04033,Knee-Length Skirt,Footwear,Pants,Tommy Hilfiger,8406,12,4.8,795,In Stock,"Grey, Black","6, 7, 8, 9",Leather,6-7 days,Gujarat,2020-12-06,6682770
P04034,Ethnic Kurta,Bottomwear,Kurtas,Ralph Lauren,3871,43,3.5,477,In Stock,"Pink, Purple","M, L, XL",Wool,10 days,Tamil Nadu,2024-08-22,1846467
P04035,Denim Jacket,Ethnic,Blouses,Van Heusen,1398,14,3.6,349,In Stock,"Blue, Black","28, 30, 32, 34",Leather,4-5 days,Gujarat,2020-11-08,487902
P04036,Blazer,Dresses,Formal Wear,H&M,4481,8,4.7,515,In Stock,"Green, Yellow","M, L, XL",Silk,6-7 days,Karnataka,2024-08-03,2307715
P04037,Sports Shoes,Outerwear,Skirts,Reebok,8367,7,4.9,949,In Stock,"Pink, Purple","6, 7, 8, 9",Cotton,1 week,Uttar Pradesh,2020-10-27,7940283
P04038,Track Pants,Footwear,Shirts,Ralph Lauren,7466,8,3.4,607,Out of Stock,"Blue, Black","6, 7, 8, 9",Wool,2-3 days,Delhi,2021-12-24,4531862
P04039,Ethnic Kurta,Footwear,Kurtas,Vero Moda,9067,9,3.5,509,Out of Stock,"Pink, Purple","30, 32, 34, 36",Cotton,4-5 days,Maharashtra,2022-03-20,4615103
P04040,Cotton T-shirt,Outerwear,Sweaters,Vero Moda,5004,49,4.4,761,Out of Stock,"Red, White","30, 32, 34, 36",Leather,1 week,Gujarat,2023-09-27,3808044
P04041,Casual Shorts,Footwear,Sweaters,Zara,9486,24,3.9,174,In Stock,"Grey, Black","28, 30, 32, 34",Silk,1 week,Maharashtra,2024-06-08,1650564
P04042,Slim Fit Jeans,Topwear,Boots,Nike,9538,16,3.0,53,Out of Stock,"Grey, Black","S, M, L, XL",Polyester,4-5 days,Uttar Pradesh,2023-12-22,505514
P04043,Ethnic Kurta,Footwear,Skirts,Van Heusen,6136,17,3.4,611,Out of Stock,"Red, White","30, 32, 34, 36",Linen,1 week,Delhi,2023-09-15,3749096
P04044,Woolen Sweater,Outerwear,Boots,Adidas,6521,37,4.3,883,Out of Stock,"Pink, Purple","6, 7, 8, 9",Denim,6-7 days,Delhi,2024-06-09,5758043
P04045,Ethnic Kurta,Topwear,Shirts,Vero Moda,9207,28,4.2,108,In Stock,"Green, Yellow","30, 32, 34, 36",Leather,4-5 days,Karnataka,2022-06-22,994356
P04046,Track Pants,Bottomwear,Sports Shoes,Arrow,5628,45,3.9,435,Out of Stock,"Blue, Black","6, 7, 8, 9",Silk,10 days,Uttar Pradesh,2024-05-14,2448180
P04047,Ethnic Kurta,Outerwear,T-shirts,Forever 21,3380,30,3.5,943,In Stock,"Blue, Black","M, L, XL",Polyester,4-5 days,Gujarat,2021-08-16,3187340
P04048,Floral Top,Ethnic,T-shirts,Levis,1800,44,3.3,354,Out of Stock,"Grey, Black","M, L, XL",Denim,2-3 days,Uttar Pradesh,2021-06-08,637200
P04049,Floral Top,Footwear,Formal Wear,Adidas,6535,10,3.7,570,In Stock,"Green, Yellow","30, 32, 34, 36",Wool,4-5 days,Tamil Nadu,2024-07-09,3724950
P04050,Chinos,Dresses,T-shirts,Levis,2978,14,3.2,843,In Stock,"Grey, Black","6, 7, 8, 9",Silk,2-3 days,Maharashtra,2022-08-24,2510454
P04051,Ankle Boots,Ethnic,Shirts,Mango,8793,36,4.1,794,In Stock,"Grey, Black","M, L, XL",Leather,1 week,Gujarat,2023-06-04,6981642
P04052,Sports Shoes,Ethnic,Formal Wear,Arrow,7551,28,4.9,108,In Stock,"Grey, Black","7, 8, 9, 10",Polyester,6-7 days,Delhi,2021-12-03,815508
P04053,Formal Shirt,Bottomwear,Shorts,Harley Davidson,8220,5,4.7,337,Out of Stock,"Green, Yellow","30, 32, 34, 36",Silk,1 week,Maharashtra,2023-09-20,2770140
P04054,Sneakers,Topwear,Skirts,FabIndia,9671,34,4.2,151,In Stock,"Grey, Black","M, L, XL",Cotton,4-5 days,Gujarat,2022-12-05,1460321
P04055,Sneakers,Bottomwear,Western Wear,Mango,9713,11,4.3,517,Out of Stock,"Green, Yellow","6, 7, 8, 9",Silk,1 week,Tamil Nadu,2020-07-10,5021621
P04056,Casual Shorts,Bottomwear,Sweaters,Puma,4080,9,3.5,591,In Stock,"Green, Yellow","M, L, XL",Leather,1 week,Gujarat,2021-04-16,2411280
P04057,Chinos,Ethnic,Boots,Uniqlo,2592,12,3.6,257,Out of Stock,"Grey, Black","28, 30, 32, 34",Linen,10 days,Tamil Nadu,2022-11-25,666144
P04058,Woolen Sweater,Dresses,Jackets,Levis,3786,28,3.9,406,In Stock,"Red, White","7, 8, 9, 10",Linen,4-5 days,Gujarat,2020-09-17,1537116
P04059,Ankle Boots,Bottomwear,Kurtas,Zara,909,25,3.5,112,In Stock,"Green, Yellow","6, 7, 8, 9",Leather,4-5 days,Maharashtra,2022-01-22,101808
P04060,Party Gown,Topwear,Jackets,Nike,4354,7,4.3,184,Out of Stock,"Pink, Purple","7, 8, 9, 10",Linen,2-3 days,Maharashtra,2020-12-26,801136
P04061,Cotton T-shirt,Bottomwear,Boots,Zara,8240,7,4.7,636,Out of Stock,"Grey, Black","28, 30, 32, 34",Cotton,2-3 days,Karnataka,2023-10-27,5240640
P04062,Party Gown,Topwear,Jackets,Levis,9800,35,3.0,939,In Stock,"Pink, Purple","M, L, XL",Linen,1 week,Delhi,2020-02-20,9202200
P04063,Cotton T-shirt,Footwear,Sweaters,Puma,4218,39,4.5,835,Out of Stock,"Green, Yellow","28, 30, 32, 34",Polyester,2-3 days,Gujarat,2024-08-04,3522030
P04064,Ankle Boots,Bottomwear,Boots,Mango,7763,10,4.2,859,In Stock,"Pink, Purple","S, M, L, XL",Polyester,6-7 days,Maharashtra,2023-11-10,6668417
P04065,Ankle Boots,Outerwear,Sports Shoes,H&M,3818,49,4.1,951,In Stock,"Green, Yellow","M, L, XL",Linen,10 days,Tamil Nadu,2022-02-21,3630918
P04066,Sneakers,Outerwear,Skirts,Puma,4972,20,5.0,239,In Stock,"Pink, Purple","28, 30, 32, 34",Linen,10 days,Karnataka,2021-01-02,1188308
P04067,Ethnic Kurta,Bottomwear,Jeans,Nike,1615,12,3.0,52,Out of Stock,"Grey, Black","M, L, XL",Polyester,6-7 days,Maharashtra,2022-09-24,83980
P04068,Ankle Boots,Topwear,Shorts,Arrow,8094,10,4.9,208,In Stock,"Pink, Purple","28, 30, 32, 34",Silk,2-3 days,Gujarat,2020-06-13,1683552
P04069,Cotton T-shirt,Dresses,Sweaters,Ralph Lauren,8429,14,4.1,57,Out of Stock,"Grey, Black","30, 32, 34, 36",Silk,6-7 days,Maharashtra,2023-01-13,480453
P04070,Formal Shirt,Bottomwear,Shorts,Levis,5441,5,4.1,585,In Stock,"Grey, Black","28, 30, 32, 34",Polyester,1 week,Maharashtra,2020-07-18,3182985
P04071,Woolen Sweater,Footwear,Western Wear,Uniqlo,5821,44,3.9,444,Out of Stock,"Green, Yellow","M, L, XL",Polyester,4-5 days,Tamil Nadu,2023-05-16,2584524
P04072,Maxi Dress,Ethnic,Western Wear,Arrow,693,19,4.7,491,Out of Stock,"Green, Yellow","7, 8, 9, 10",Linen,2-3 days,Maharashtra,2021-05-24,340263
P04073,Ethnic Kurta,Bottomwear,Kurtas,Puma,3715,36,3.7,271,In Stock,"Green, Yellow","30, 32, 34, 36",Linen,2-3 days,Uttar Pradesh,2022-11-08,1006765
P04074,Formal Shirt,Bottomwear,Casual Shoes,Mango,6760,26,4.6,362,Out of Stock,"Pink, Purple","30, 32, 34, 36",Polyester,4-5 days,Tamil Nadu,2023-01-21,2447120
P04075,Denim Jacket,Bottomwear,Blouses,Puma,6831,49,3.7,215,In Stock,"Green, Yellow","7, 8, 9, 10",Silk,2-3 days,Tamil Nadu,2022-01-05,1468665
P04076,Party Gown,Topwear,Jackets,H&M,2327,39,3.7,871,Out of Stock,"Grey, Black","7, 8, 9, 10",Linen,6-7 days,Maharashtra,2020-04-23,2026817
P04077,Knee-Length Skirt,Ethnic,Skirts,Zara,3396,29,3.2,980,Out of Stock,"Blue, Black","S, M, L, XL",Wool,4-5 days,Delhi,2020-10-30,3328080
P04078,Ankle Boots,Ethnic,Sweaters,Mango,7324,34,3.9,962,Out of Stock,"Green, Yellow","M, L, XL",Silk,2-3 days,Gujarat,2021-06-14,7045688
P04079,Maxi Dress,Dresses,Formal Wear,Zara,8774,12,3.6,169,In Stock,"Grey, Black","30, 32, 34, 36",Silk,10 days,Delhi,2022-07-03,1482806
P04080,Ankle Boots,Topwear,Jackets,FabIndia,8987,25,3.7,771,In Stock,"Green, Yellow","28, 30, 32, 34",Polyester,4-5 days,Uttar Pradesh,2024-11-04,6928977
P04081,Knee-Length Skirt,Footwear,Pants,Van Heusen,5457,29,3.7,140,Out of Stock,"Blue, Black","M, L, XL",Silk,1 week,Tamil Nadu,2022-11-23,763980
P04082,Running Shoes,Bottomwear,Jackets,FabIndia,6696,10,3.8,596,In Stock,"Grey, Black","30, 32, 34, 36",Linen,2-3 days,Tamil Nadu,2024-07-05,3990816
P04083,Maxi Dress,Ethnic,Skirts,Arrow,5835,27,3.8,721,Out of Stock,"Red, White","28, 30, 32, 34",Denim,4-5 days,Maharashtra,2021-11-02,4207035
P04084,Party Gown,Outerwear,Sports Shoes,Mango,1402,33,5.0,21,In Stock,"Blue, Black","30, 32, 34, 36",Denim,1 week,Tamil Nadu,2023-01-29,29442
P04085,Running Shoes,Footwear,Sports Shoes,Tommy Hilfiger,8457,30,3.3,299,Out of Stock,"Blue, Black","30, 32, 34, 36",Linen,6-7 days,Karnataka,2022-01-02,2528643
P04086,Knee-Length Skirt,Outerwear,Pants,Uniqlo,1748,42,4.2,551,Out of Stock,"Blue, Black","7, 8, 9, 10",Cotton,6-7 days,Gujarat,2020-04-30,963148
P04087,Sneakers,Bottomwear,Boots,Reebok,997,27,3.9,911,Out of Stock,"Red, White","28, 30, 32, 34",Cotton,1 week,Delhi,2024-06-27,908267
P04088,Party Gown,Outerwear,Skirts,Clarks,8290,24,3.5,932,In Stock,"Grey, Black","S, M, L, XL",Denim,2-3 days,Tamil Nadu,2023-06-20,7726280
P04089,Running Shoes,Bottomwear,Pants,Puma,5134,18,4.6,719,Out of Stock,"Green, Yellow","30, 32, 34, 36",Polyester,10 days,Delhi,2022-10-13,3691346
P04090,Party Gown,Ethnic,Casual Shoes,Mango,1191,47,4.9,830,In Stock,"Red, White","7, 8, 9, 10",Polyester,10 days,Tamil Nadu,2023-01-28,988530
P04091,Slim Fit Jeans,Ethnic,Boots,Ralph Lauren,4134,32,4.9,426,Out of Stock,"Green, Yellow","M, L, XL",Denim,6-7 days,Karnataka,2021-12-07,1761084
P04092,Blazer,Topwear,Shorts,Levis,4127,47,3.9,851,Out of Stock,"Blue, Black","28, 30, 32, 34",Cotton,10 days,Uttar Pradesh,2024-08-22,3512077
P04093,Cotton T-shirt,Footwear,Boots,Vero Moda,8195,5,3.3,746,In Stock,"Green, Yellow","28, 30, 32, 34",Denim,1 week,Tamil Nadu,2021-10-14,6113470
P04094,Casual Shorts,Outerwear,Pants,Zara,6001,41,3.7,399,In Stock,"Blue, Black","28, 30, 32, 34",Linen,6-7 days,Uttar Pradesh,2022-03-23,2394399
P04095,Denim Jacket,Outerwear,Sweaters,Clarks,5214,14,4.8,822,Out of Stock,"Pink, Purple","7, 8, 9, 10",Leather,1 week,Delhi,2023-02-08,4285908
P04096,Party Gown,Topwear,Jackets,Clarks,6154,30,4.5,311,In Stock,"Blue, Black","S, M, L, XL",Cotton,4-5 days,Karnataka,2021-04-14,1913894
P04097,Casual Shorts,Footwear,Shorts,Ralph Lauren,7674,8,3.8,13,Out of Stock,"Red, White","6, 7, 8, 9",Silk,6-7 days,Maharashtra,2020-03-31,99762
P04098,Sneakers,Bottomwear,Formal Wear,Clarks,4107,8,4.1,204,In Stock,"Green, Yellow","S, M, L, XL",Cotton,4-5 days,Maharashtra,2024-08-19,837828
P04099,Slim Fit Jeans,Outerwear,Kurtas,Harley Davidson,3496,43,3.0,659,Out of Stock,"Green, Yellow","M, L, XL",Polyester,2-3 days,Karnataka,2022-11-28,2303864
P04100,Casual Shorts,Dresses,Formal Wear,Van Heusen,8880,43,4.9,486,In Stock,"Grey, Black","28, 30, 32, 34",Cotton,4-5 days,Karnataka,2021-05-10,4315680
P04101,Denim Jacket,Bottomwear,Shirts,Tommy Hilfiger,2435,21,4.0,291,Out of Stock,"Pink, Purple","M, L, XL",Silk,1 week,Delhi,2021-10-05,708585
P04102,Leather Jacket,Ethnic,Shorts,Levis,8766,36,4.4,233,In Stock,"Green, Yellow","30, 32, 34, 36",Polyester,2-3 days,Uttar Pradesh,2023-07-21,2042478
P04103,Ankle Boots,Outerwear,Kurtas,Arrow,5713,5,3.2,379,In Stock,"Grey, Black","S, M, L, XL",Wool,1 week,Gujarat,2024-02-11,2165227
P04104,Floral Top,Topwear,Western Wear,Ralph Lauren,3853,22,3.3,325,Out of Stock,"Green, Yellow","M, L, XL",Polyester,4-5 days,Delhi,2023-06-08,1252225
P04105,Leather Jacket,Topwear,Western Wear,Arrow,5325,26,3.5,504,In Stock,"Blue, Black","6, 7, 8, 9",Wool,1 week,Gujarat,2023-07-10,2683800
P04106,Slim Fit Jeans,Ethnic,Pants,Nike,6390,24,3.2,807,In Stock,"Pink, Purple","6, 7, 8, 9",Cotton,10 days,Maharashtra,2022-08-10,5156730
P04107,Blazer,Dresses,Western Wear,Reebok,9855,11,3.2,253,In Stock,"Red, White","6, 7, 8, 9",Wool,1 week,Karnataka,2023-08-20,2493315
P04108,Formal Shirt,Outerwear,Skirts,Levis,9658,35,3.9,980,In Stock,"Pink, Purple","7, 8, 9, 10",Linen,1 week,Uttar Pradesh,2024-01-21,9464840
P04109,Polo T-shirt,Outerwear,Shorts,Ralph Lauren,8040,29,3.9,640,Out of Stock,"Blue, Black","30, 32, 34, 36",Wool,6-7 days,Tamil Nadu,2020-07-04,5145600
P04110,Sports Shoes,Ethnic,Pants,Levis,7577,35,4.5,508,Out of Stock,"Grey, Black","S, M, L, XL",Wool,1 week,Maharashtra,2021-04-28,3849116
P04111,Cotton T-shirt,Footwear,Pants,Clarks,3765,32,4.7,785,Out of Stock,"Blue, Black","M, L, XL",Denim,2-3 days,Tamil Nadu,2022-08-06,2955525
P04112,Woolen Sweater,Footwear,Western Wear,Nike,7957,23,4.7,62,Out of Stock,"Pink, Purple","30, 32, 34, 36",Cotton,2-3 days,Uttar Pradesh,2021-08-13,493334
P04113,Knee-Length Skirt,Dresses,Casual Shoes,Tommy Hilfiger,1299,11,4.5,636,In Stock,"Pink, Purple","28, 30, 32, 34",Silk,1 week,Gujarat,2022-03-01,826164
P04114,Woolen Sweater,Ethnic,Boots,Levis,8434,21,3.9,186,Out of Stock,"Pink, Purple","S, M, L, XL",Leather,1 week,Gujarat,2024-07-26,1568724
P04115,Sneakers,Footwear,Sports Shoes,Ralph Lauren,755,30,4.6,132,In Stock,"Blue, Black","7, 8, 9, 10",Silk,10 days,Uttar Pradesh,2024-03-22,99660
P04116,Running Shoes,Dresses,Sweaters,Nike,2726,35,3.9,633,In Stock,"Blue, Black","M, L, XL",Linen,2-3 days,Tamil Nadu,2022-03-28,1725558
P04117,Casual Shorts,Dresses,Sweaters,Levis,8752,19,3.7,446,In Stock,"Green, Yellow","30, 32, 34, 36",Silk,1 week,Uttar Pradesh,2023-01-03,3903392
P04118,Ethnic Kurta,Bottomwear,Blouses,Levis,5473,18,4.2,68,Out of Stock,"Blue, Black","S, M, L, XL",Denim,1 week,Delhi,2024-08-03,372164
P04119,Casual Shorts,Bottomwear,Western Wear,Clarks,9139,7,3.8,344,Out of Stock,"Blue, Black","M, L, XL",Polyester,10 days,Gujarat,2024-10-05,3143816
P04120,Track Pants,Ethnic,Shorts,Levis,707,47,4.4,574,In Stock,"Green, Yellow","S, M, L, XL",Silk,10 days,Uttar Pradesh,2020-06-25,405818
P04121,Cotton T-shirt,Dresses,Blouses,Clarks,1490,37,4.6,797,In Stock,"Pink, Purple","6, 7, 8, 9",Silk,4-5 days,Gujarat,2021-11-29,1187530
P04122,Casual Shorts,Outerwear,T-shirts,Reebok,8328,37,3.1,93,In Stock,"Pink, Purple","28, 30, 32, 34",Linen,4-5 days,Gujarat,2023-12-28,774504
P04123,Floral Top,Bottomwear,Pants,Ralph Lauren,5916,22,4.5,392,In Stock,"Grey, Black","S, M, L, XL",Wool,2-3 days,Karnataka,2024-12-14,2319072
P04124,Party Gown,Footwear,Jeans,Arrow,7608,48,3.5,919,Out of Stock,"Blue, Black","28, 30, 32, 34",Wool,10 days,Delhi,2021-12-23,6991752
P04125,Leather Jacket,Ethnic,Jackets,Van Heusen,4409,43,3.4,627,In Stock,"Pink, Purple","30, 32, 34, 36",Cotton,10 days,Maharashtra,2021-10-26,2764443
P04126,Cotton T-shirt,Ethnic,Kurtas,Vero Moda,5507,46,4.5,128,In Stock,"Green, Yellow","6, 7, 8, 9",Linen,6-7 days,Tamil Nadu,2020-03-29,704896
P04127,Running Shoes,Bottomwear,Kurtas,Van Heusen,8839,39,4.9,620,In Stock,"Green, Yellow","6, 7, 8, 9",Polyester,10 days,Tamil Nadu,2020-07-16,5480180
P04128,Formal Shirt,Topwear,Kurtas,FabIndia,824,15,3.4,831,Out of Stock,"Grey, Black","M, L, XL",Denim,6-7 days,Tamil Nadu,2020-08-01,684744
P04129,Sports Shoes,Bottomwear,Sports Shoes,Tommy Hilfiger,7131,42,4.7,602,Out of Stock,"Blue, Black","S, M, L, XL",Silk,10 days,Tamil Nadu,2022-06-16,4292862
P04130,Formal Shirt,Topwear,Casual Shoes,Vero Moda,1862,19,3.1,939,In Stock,"Red, White","30, 32, 34, 36",Wool,10 days,Gujarat,2024-01-06,1748418
P04131,Leather Jacket,Ethnic,Jackets,Reebok,5998,46,3.6,859,In Stock,"Pink, Purple","28, 30, 32, 34",Polyester,2-3 days,Gujarat,2024-08-19,5152282
P04132,Ethnic Kurta,Topwear,Skirts,Reebok,1958,7,4.5,863,In Stock,"Grey, Black","28, 30, 32, 34",Cotton,6-7 days,Tamil Nadu,2021-10-26,1689754
P04133,Party Gown,Dresses,Jeans,FabIndia,7673,47,5.0,750,Out of Stock,"Grey, Black","S, M, L, XL",Leather,1 week,Tamil Nadu,2023-02-21,5754750
P04134,Knee-Length Skirt,Outerwear,Kurtas,Harley Davidson,711,49,3.9,876,Out of Stock,"Pink, Purple","6, 7, 8, 9",Polyester,10 days,Tamil Nadu,2021-08-16,622836
P04135,Party Gown,Footwear,Sweaters,Harley Davidson,5182,11,4.1,603,In Stock,"Green, Yellow","M, L, XL",Polyester,1 week,Maharashtra,2023-09-15,3124746
P04136,Maxi Dress,Dresses,T-shirts,Levis,545,42,4.2,465,In Stock,"Red, White","28, 30, 32, 34",Leather,6-7 days,Gujarat,2022-06-22,253425
P04137,Track Pants,Dresses,Boots,Uniqlo,4870,22,3.1,657,Out of Stock,"Green, Yellow","7, 8, 9, 10",Polyester,6-7 days,Tamil Nadu,2022-10-22,3199590
P04138,Cotton T-shirt,Ethnic,Formal Wear,Puma,6330,49,3.1,65,Out of Stock,"Blue, Black","28, 30, 32, 34",Linen,1 week,Karnataka,2020-01-16,411450
P04139,Blazer,Topwear,Kurtas,Vero Moda,6894,9,3.6,686,Out of Stock,"Blue, Black","M, L, XL",Denim,10 days,Uttar Pradesh,2022-05-28,4729284
P04140,Track Pants,Dresses,Jackets,Puma,7450,28,4.8,997,Out of Stock,"Blue, Black","M, L, XL",Wool,10 days,Delhi,2022-09-04,7427650
P04141,Ankle Boots,Dresses,Kurtas,FabIndia,3446,19,4.4,827,Out of Stock,"Green, Yellow","S, M, L, XL",Cotton,2-3 days,Tamil Nadu,2020-04-17,2849842
P04142,Ankle Boots,Ethnic,Blouses,Zara,782,29,4.7,843,In Stock,"Red, White","30, 32, 34, 36",Leather,10 days,Delhi,2023-02-01,659226
P04143,Sports Shoes,Bottomwear,Pants,Van Heusen,3391,18,4.2,598,In Stock,"Pink, Purple","28, 30, 32, 34",Polyester,4-5 days,Delhi,2020-07-05,2027818
P04144,Sneakers,Bottomwear,Skirts,FabIndia,3754,26,4.7,954,In Stock,"Grey, Black","M, L, XL",Denim,2-3 days,Uttar Pradesh,2023-07-18,3581316
P04145,Knee-Length Skirt,Ethnic,Blouses,Levis,1977,42,3.6,790,Out of Stock,"Green, Yellow","M, L, XL",Silk,1 week,Gujarat,2020-06-27,1561830
P04146,Sneakers,Ethnic,Jeans,Tommy Hilfiger,8214,11,4.6,706,In Stock,"Red, White","7, 8, 9, 10",Wool,1 week,Maharashtra,2020-12-10,5799084
P04147,Denim Jacket,Topwear,Sports Shoes,Forever 21,1901,33,4.1,799,In Stock,"Red, White","30, 32, 34, 36",Cotton,2-3 days,Tamil Nadu,2020-06-28,1518899
P04148,Party Gown,Dresses,Formal Wear,Puma,5486,12,3.7,375,In Stock,"Grey, Black","S, M, L, XL",Polyester,1 week,Gujarat,2023-05-31,2057250
P04149,Party Gown,Topwear,T-shirts,Van Heusen,2427,36,4.1,458,In Stock,"Blue, Black","M, L, XL",Leather,10 days,Maharashtra,2023-12-18,1111566
P04150,Floral Top,Bottomwear,Jeans,Zara,5265,26,4.4,264,In Stock,"Green, Yellow","7, 8, 9, 10",Cotton,1 week,Maharashtra,2024-12-29,1389960
P04151,Sports Shoes,Topwear,Shorts,Arrow,6620,33,3.3,911,In Stock,"Pink, Purple","7, 8, 9, 10",Polyester,2-3 days,Karnataka,2023-04-24,6030820
P04152,Sneakers,Outerwear,Jeans,Uniqlo,4008,48,3.3,926,Out of Stock,"Green, Yellow","7, 8, 9, 10",Cotton,1 week,Tamil Nadu,2022-07-22,3711408
P04153,Chinos,Footwear,Boots,Zara,7386,50,3.3,632,Out of Stock,"Green, Yellow","M, L, XL",Cotton,4-5 days,Maharashtra,2020-06-18,4667952
P04154,Denim Jacket,Ethnic,Shorts,Harley Davidson,9147,13,5.0,229,In Stock,"Blue, Black","30, 32, 34, 36",Cotton,4-5 days,Delhi,2022-08-04,2094663
P04155,Woolen Sweater,Topwear,T-shirts,Adidas,5086,27,4.9,151,In Stock,"Blue, Black","30, 32, 34, 36",Silk,1 week,Uttar Pradesh,2023-04-30,767986
P04156,Party Gown,Dresses,Sweaters,Nike,7084,46,3.2,437,In Stock,"Pink, Purple","M, L, XL",Cotton,4-5 days,Uttar Pradesh,2024-01-04,3095708
P04157,Chinos,Bottomwear,Sports Shoes,Harley Davidson,6629,24,3.3,314,In Stock,"Red, White","S, M, L, XL",Polyester,2-3 days,Delhi,2024-08-27,2081506
P04158,Knee-Length Skirt,Topwear,Boots,Zara,8608,16,3.4,900,Out of Stock,"Red, White","6, 7, 8, 9",Leather,4-5 days,Tamil Nadu,2021-02-13,7747200
P04159,Blazer,Outerwear,Formal Wear,Uniqlo,4346,43,3.5,386,Out of Stock,"Pink, Purple","28, 30, 32, 34",Polyester,1 week,Uttar Pradesh,2022-07-09,1677556
